CNT,TIME,TIME_TICK,FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,LPOGX,LPOGY,LPOGV,RPOGX,RPOGY,RPOGV,BPOGX,BPOGY,BPOGV,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,LEYEX,LEYEY,LEYEZ,LEYEV,LPUPILD,LPUPILV,REYEX,REYEY,REYEZ,REYEV,RPUPILD,RPUPILV,CX,CY,CS,SKLHEADX,SKLHEADY,SKLHEADZ,SKLV,VIEWER_TIME_TICK
71607,133.11829,23308713241,0,0,132.787,0.101,649,0,0.644,0.316,0,0.683,0.55,0,0.644,0.316,0,1.#IO,1.#IO,35,1.07,0,1.#IO,1.#IO,35,0.968,0,-3.817,0.562,63.142,0,0,0,3.094,0.69,61.824,0,0,0,0.322,0.03,0,0,0,0,0,23308940089
71608,133.12248,23308723026,0,0,132.787,0.101,649,0,0.644,0.316,0,0.683,0.55,0,0.644,0.316,0,1.#IO,1.#IO,35,1.07,0,1.#IO,1.#IO,35,0.968,0,-3.817,0.562,63.142,0,0,0,3.094,0.69,61.824,0,0,0,0.322,0.03,0,0,0,0,0,23308940394
71609,133.1331,23308747851,0.426,0.179,132.787,0.101,649,0,0.853,0.359,1,0.683,0.55,0,0.853,0.359,1,1.#IO,1.#IO,34,1.07,1,1.#IO,1.#IO,35,0.968,0,-3.683,0.515,62.477,1,7.966,1,3.094,0.69,61.824,0,0,0,0.324,0.029,0,0,0,0,0,23308940649
71610,133.14819,23308783122,0.558,0.242,132.787,0.101,649,0,0.821,0.368,1,0.683,0.55,0,0.821,0.368,1,1.#IO,1.#IO,34,1.07,1,1.#IO,1.#IO,35,0.968,0,-3.683,0.515,62.477,0,7.966,2,3.094,0.69,61.824,0,0,0,0.33,0.027,0,0,0,0,0,23308963251
71611,133.18003,23308857549,0.837,0.379,132.787,0.101,649,0,0.838,0.409,1,0.683,0.55,0,0.838,0.409,1,1.#IO,1.#IO,34,1.07,1,1.#IO,1.#IO,35,0.968,0,-3.683,0.515,62.477,1,7.966,1,3.094,0.69,61.824,0,0,0,0.333,0.026,0,0,0,0,0,23309853723
71612,133.21983,23308950568,0.84,0.406,132.787,0.101,649,0,0.841,0.433,1,0.683,0.55,0,0.841,0.433,1,1.#IO,1.#IO,34,1.07,1,1.#IO,1.#IO,35,0.968,0,-3.683,0.515,62.477,0,7.966,2,3.094,0.69,61.824,0,0,0,0.333,0.026,0,0,0,0,0,23309854304
71613,133.23031,23308975077,0.84,0.406,132.787,0.101,649,0,0.841,0.433,0,0.683,0.55,0,0.841,0.433,0,1.#IO,1.#IO,35,1.07,1,1.#IO,1.#IO,35,0.968,0,-3.683,0.515,62.477,0,8.2,2,3.094,0.69,61.824,0,0,0,0.333,0.026,0,0,0,0,0,23309854583
71614,133.24713,23309014388,0.84,0.406,133.18,0.067,650,1,0.841,0.433,0,0.683,0.55,0,0.841,0.433,0,1.#IO,1.#IO,35,1.07,0,1.#IO,1.#IO,35,0.968,0,-3.683,0.515,62.477,0,0,0,3.094,0.69,61.824,0,0,0,0.368,0.013,0,0,0,0,0,23309854843
71615,133.47082,23309537239,0.837,0.383,133.18,0.291,650,1,0.832,0.339,1,0.683,0.55,0,0.832,0.339,1,1.#IO,1.#IO,34,1.07,1,1.#IO,1.#IO,35,0.968,0,-3.683,0.515,62.477,0,7.966,2,3.094,0.69,61.824,0,0,0,0.384,0.006,0,0,0,0,0,23309855369
71616,133.54277,23309705412,0.837,0.383,133.18,0.363,650,1,0.832,0.339,0,0.683,0.55,0,0.832,0.339,0,1.#IO,1.#IO,34,1.07,0,1.#IO,1.#IO,35,0.968,0,-3.683,0.515,62.477,0,0,0,3.094,0.69,61.824,0,0,0,0.384,0.006,0,0,0,0,0,23310053680
71617,133.56742,23309763031,0.837,0.383,133.18,0.387,650,1,0.832,0.339,0,0.683,0.55,0,0.832,0.339,0,1.#IO,1.#IO,34,1.07,0,1.#IO,1.#IO,35,0.968,0,-3.683,0.515,62.477,0,0,0,3.094,0.69,61.824,0,0,0,0.385,0.006,0,0,0,0,0,23310300196
71618,133.73474,23310154109,0.85,0.386,133.18,0.555,650,1,0.891,0.393,1,0.683,0.55,0,0.891,0.393,1,1.#IO,1.#IO,34,1.07,1,1.#IO,1.#IO,35,0.968,0,-3.683,0.492,62.477,1,7.966,1,3.094,0.69,61.824,0,0,0,0.385,0.006,0,0,0,0,0,23310300724
71619,133.77503,23310248282,0.868,0.393,133.18,0.595,650,1,0.94,0.427,1,0.683,0.55,0,0.94,0.427,1,1.#IO,1.#IO,34,1.07,1,1.#IO,1.#IO,35,0.968,0,-3.683,0.492,62.477,1,7.966,1,3.094,0.69,61.824,0,0,0,0.385,0.006,0,0,0,0,0,23310300995
71620,133.78395,23310269127,0.88,0.402,133.18,0.604,650,1,0.938,0.443,1,0.683,0.55,0,0.938,0.443,1,1.#IO,1.#IO,34,1.07,1,1.#IO,1.#IO,35,0.968,0,-3.683,0.492,62.477,0,7.966,2,3.094,0.69,61.824,0,0,0,0.385,0.006,0,0,0,0,0,23310364686
71621,133.78975,23310282698,0.88,0.431,133.18,0.61,650,1,0.924,0.6,1,0.841,0.614,1,0.883,0.608,1,1.#IO,1.#IO,34,1.027,1,1.#IO,1.#IO,34,0.929,1,-3.683,0.492,62.477,0,7.966,2,3.149,0.68,63.04,1,8.038,1,0.385,0.006,0,0,0,0,0,23310454358
71622,133.83264,23310382944,0.88,0.431,133.18,0.653,650,1,0.924,0.6,0,0.841,0.614,0,0.883,0.608,0,1.#IO,1.#IO,34,1.027,0,1.#IO,1.#IO,34,0.929,0,-3.683,0.492,62.477,0,0,0,3.149,0.68,63.04,0,0,0,0.385,0.006,0,0,0,0,0,23310454761
71623,133.83905,23310397936,0.88,0.431,133.18,0.659,650,1,0.924,0.6,0,0.841,0.614,0,0.883,0.608,0,1.#IO,1.#IO,34,1.027,0,1.#IO,1.#IO,34,0.929,0,-3.683,0.492,62.477,0,0,0,3.149,0.68,63.04,0,0,0,0.385,0.006,0,0,0,0,0,23310455025
71624,133.85846,23310443287,0.88,0.431,133.18,0.678,650,1,0.924,0.6,0,0.841,0.614,0,0.883,0.608,0,1.#IO,1.#IO,34,1.027,0,1.#IO,1.#IO,34,0.929,0,-3.683,0.492,62.477,0,0,0,3.149,0.68,63.04,0,0,0,0.385,0.006,0,0,0,0,0,23310497048
71625,133.87119,23310473041,0.887,0.44,133.18,0.678,650,0,0.924,0.6,0,0.841,0.614,0,0.883,0.608,0,1.#IO,1.#IO,34,1.027,0,1.#IO,1.#IO,34,0.929,0,-3.683,0.492,62.477,0,0,0,3.149,0.68,63.04,0,0,0,0.385,0.006,0,0,0,0,0,23310576178
71626,133.89719,23310533829,0.887,0.44,133.18,0.678,650,0,0.924,0.6,0,0.841,0.614,0,0.883,0.608,0,1.#IO,1.#IO,34,1.027,0,1.#IO,1.#IO,34,0.929,0,-3.683,0.492,62.477,0,0,0,3.149,0.68,63.04,0,0,0,0.385,0.006,0,0,0,0,0,23310669634
71627,133.9488,23310654456,0.887,0.44,133.18,0.678,650,0,0.924,0.6,0,0.841,0.614,0,0.883,0.608,0,1.#IO,1.#IO,34,1.027,0,1.#IO,1.#IO,34,0.929,0,-3.683,0.492,62.477,0,0,0,3.149,0.68,63.04,0,0,0,0.385,0.006,0,0,0,0,0,23310683524
71628,133.95313,23310664581,0,0,133.18,0.678,650,0,0.924,0.6,0,0.841,0.614,0,0.883,0.608,0,1.#IO,1.#IO,34,1.027,0,1.#IO,1.#IO,34,0.929,0,-3.683,0.492,62.477,0,0,0,3.149,0.68,63.04,0,0,0,0.385,0.006,0,0,0,0,0,23310745615
71629,133.96966,23310703216,0,0,133.18,0.678,650,0,0.924,0.6,0,0.841,0.614,0,0.883,0.608,0,1.#IO,1.#IO,34,1.027,0,1.#IO,1.#IO,34,0.929,0,-3.683,0.492,62.477,0,0,0,3.149,0.68,63.04,0,0,0,0.385,0.006,0,0,0,0,0,23311268768
71630,133.98607,23310741573,0,0,133.18,0.678,650,0,0.924,0.6,0,0.841,0.614,0,0.883,0.608,0,1.#IO,1.#IO,34,1.027,0,1.#IO,1.#IO,34,0.929,0,-3.683,0.492,62.477,0,0,0,3.149,0.68,63.04,0,0,0,0.385,0.006,0,0,0,0,0,23311387618
71631,134.03121,23310847088,0,0,133.18,0.678,650,0,0.924,0.6,0,0.841,0.614,0,0.883,0.608,0,1.#IO,1.#IO,34,1.027,0,1.#IO,1.#IO,34,0.929,0,-3.683,0.492,62.477,0,0,0,3.149,0.68,63.04,0,0,0,0.385,0.006,0,0,0,0,0,23311424107
71632,134.10717,23311024626,0,0,133.18,0.678,650,0,0.924,0.6,0,0.841,0.614,0,0.883,0.608,0,1.#IO,1.#IO,34,1.027,0,1.#IO,1.#IO,34,0.929,0,-3.683,0.492,62.477,0,0,0,3.149,0.68,63.04,0,0,0,0.385,0.006,0,0,0,0,0,23311443065
71633,134.11595,23311045154,0,0,133.18,0.678,650,0,0.924,0.6,0,0.841,0.614,0,0.883,0.608,0,1.#IO,1.#IO,34,1.027,0,1.#IO,1.#IO,34,0.929,0,-3.683,0.492,62.477,0,0,0,3.149,0.68,63.04,0,0,0,0.385,0.006,0,0,0,0,0,23311505353
71634,134.15888,23311145480,0,0,133.18,0.678,650,0,0.924,0.6,0,0.841,0.614,0,0.883,0.608,0,1.#IO,1.#IO,34,1.027,0,1.#IO,1.#IO,34,0.929,0,-3.683,0.492,62.477,0,0,0,3.149,0.68,63.04,0,0,0,0.385,0.006,0,0,0,0,0,23311599150
71635,134.19019,23311218682,0,0,133.18,0.678,650,0,0.924,0.6,0,0.841,0.614,0,0.883,0.608,0,1.#IO,1.#IO,34,1.027,0,1.#IO,1.#IO,34,0.929,0,-3.683,0.492,62.477,0,0,0,3.149,0.68,63.04,0,0,0,0.385,0.006,0,0,0,0,0,23311652621
71636,134.19693,23311234432,0,0,133.18,0.678,650,0,0.924,0.6,0,0.841,0.614,0,0.883,0.608,0,1.#IO,1.#IO,34,1.027,0,1.#IO,1.#IO,34,0.929,0,-3.683,0.492,62.477,0,0,0,3.149,0.68,63.04,0,0,0,0.385,0.006,0,0,0,0,0,23312447560
71637,134.20249,23311247413,0,0,133.18,0.678,650,0,0.924,0.6,0,0.841,0.614,0,0.883,0.608,0,1.#IO,1.#IO,34,1.027,0,1.#IO,1.#IO,34,0.929,0,-3.683,0.492,62.477,0,0,0,3.149,0.68,63.04,0,0,0,0.385,0.006,0,0,0,0,0,23312499625
71638,134.22006,23311288494,0.244,0.551,133.18,0.678,650,0,0.924,0.6,0,0.488,1.102,1,0.488,1.102,1,1.#IO,1.#IO,34,1.024,0,1.#IO,1.#IO,27,0.927,1,-3.683,0.492,62.477,0,0,0,2.716,0.614,59.514,1,6.026,1,0.385,0.006,0,0,0,0,0,23312500010
71639,134.23372,23311320414,0.338,0.64,133.18,0.678,650,0,0.528,0.791,1,0.523,0.844,1,0.526,0.818,1,1.#IO,1.#IO,32,1.073,1,1.#IO,1.#IO,34,0.927,1,-4.252,0.478,65.374,1,7.845,1,2.784,0.628,60.876,1,7.762,1,0.386,0.006,0,0,0,0,0,23312500281
71640,134.30393,23311484534,0.506,0.84,133.18,0.678,650,0,0.501,0.599,1,0.523,0.844,0,0.501,0.599,1,1.#IO,1.#IO,34,1.073,1,1.#IO,1.#IO,34,0.971,0,-4.104,0.436,62.829,1,8.011,1,2.784,0.628,60.876,0,0,0,0.386,0.006,0,0,0,0,0,23312563668
71641,134.31542,23311511374,0.498,0.723,133.18,0.678,650,0,0.49,0.608,1,0.523,0.844,0,0.49,0.608,1,1.#IO,1.#IO,34,1.073,1,1.#IO,1.#IO,34,0.971,0,-4.104,0.436,62.829,0,8.011,2,2.784,0.628,60.876,0,0,0,0.386,0.006,0,0,0,0,0,23312564108
71642,134.3321,23311550369,0.505,0.689,133.18,0.678,650,0,0.519,0.618,1,0.523,0.844,0,0.519,0.618,1,1.#IO,1.#IO,34,1.073,1,1.#IO,1.#IO,34,0.971,0,-4.104,0.436,62.829,0,8.011,2,2.784,0.628,60.876,0,0,0,0.386,0.006,0,0,0,0,0,23312564381
71643,134.37379,23311647809,0.503,0.61,133.18,0.678,650,0,0.5,0.604,1,0.523,0.844,0,0.5,0.604,1,1.#IO,1.#IO,35,1.077,1,1.#IO,1.#IO,34,0.974,0,-4.247,0.438,64.925,1,8.521,1,2.784,0.628,60.876,0,0,0,0.386,0.006,0,0,0,0,0,23312565029
71644,134.41675,23311748233,0.497,0.616,133.18,0.678,650,0,0.49,0.621,1,0.523,0.844,0,0.49,0.621,1,1.#IO,1.#IO,35,1.08,1,1.#IO,1.#IO,34,0.977,0,-4.247,0.438,64.925,1,8.521,1,2.784,0.628,60.876,0,0,0,0.386,0.006,0,0,0,0,0,23312565599
71645,134.42956,23311778165,0.49,0.612,133.18,0.678,650,0,0.476,0.607,1,0.523,0.844,0,0.476,0.607,1,1.#IO,1.#IO,35,1.083,1,1.#IO,1.#IO,34,0.98,0,-4.247,0.438,64.925,1,8.521,1,2.784,0.628,60.876,0,0,0,0.386,0.006,0,0,0,0,0,23312573839
71646,134.44654,23311817863,0.494,0.622,134.374,0.073,651,1,0.506,0.652,1,0.523,0.844,0,0.506,0.652,1,1.#IO,1.#IO,35,1.086,1,1.#IO,1.#IO,34,0.983,0,-4.247,0.438,64.925,1,8.521,1,2.784,0.628,60.876,0,0,0,0.386,0.006,0,0,0,0,0,23312656223
71647,134.51541,23311978835,0.494,0.622,134.374,0.142,651,1,0.506,0.652,0,0.523,0.844,0,0.506,0.652,0,1.#IO,1.#IO,35,1.086,0,1.#IO,1.#IO,34,0.983,0,-4.247,0.438,64.925,0,0,0,2.784,0.628,60.876,0,0,0,0.387,0.006,0,0,0,0,0,23312656607
71648,134.52401,23311998923,0.494,0.622,134.374,0.15,651,1,0.506,0.652,0,0.523,0.844,0,0.506,0.652,0,1.#IO,1.#IO,35,1.086,0,1.#IO,1.#IO,34,0.983,0,-4.247,0.438,64.925,0,0,0,2.784,0.628,60.876,0,0,0,0.387,0.006,0,0,0,0,0,23312656933
71649,134.53296,23312019858,0.493,0.627,134.374,0.159,651,1,0.49,0.646,1,0.523,0.844,0,0.49,0.646,1,1.#IO,1.#IO,35,1.083,1,1.#IO,1.#IO,34,0.98,0,-4.004,0.411,60.866,1,7.989,1,2.784,0.628,60.876,0,0,0,0.387,0.006,0,0,0,0,0,23312657310
71650,134.60597,23312190511,0.491,0.632,134.374,0.232,651,1,0.478,0.656,1,0.523,0.844,0,0.478,0.656,1,1.#IO,1.#IO,35,1.086,1,1.#IO,1.#IO,34,0.983,0,-4.238,0.431,63.876,1,8.384,1,2.784,0.628,60.876,0,0,0,0.387,0.006,0,0,0,0,0,23312657570
71651,134.61457,23312210606,0.491,0.637,134.374,0.241,651,1,0.492,0.668,1,0.523,0.844,0,0.492,0.668,1,1.#IO,1.#IO,34,1.089,1,1.#IO,1.#IO,34,0.986,0,-4.238,0.431,63.876,1,8.144,1,2.784,0.628,60.876,0,0,0,0.387,0.006,0,0,0,0,0,23312657827
71652,134.62802,23312242046,0.49,0.628,134.374,0.254,651,1,0.486,0.56,1,0.523,0.844,0,0.486,0.56,1,1.#IO,1.#IO,34,1.093,1,1.#IO,1.#IO,34,0.989,0,-4.238,0.431,63.876,1,8.144,1,2.784,0.628,60.876,0,0,0,0.387,0.006,0,0,0,0,0,23312658083
71653,134.6434,23312277996,0.488,0.614,134.374,0.27,651,1,0.463,0.509,1,0.523,0.844,0,0.463,0.509,1,1.#IO,1.#IO,35,1.089,1,1.#IO,1.#IO,34,0.985,0,-4.047,0.423,61.001,1,8.006,1,2.784,0.628,60.876,0,0,0,0.387,0.006,0,0,0,0,0,23312658495
71654,134.6598,23312316326,0.488,0.614,134.374,0.286,651,1,0.489,0.617,1,0.523,0.844,0,0.489,0.617,1,1.#IO,1.#IO,34,1.085,1,1.#IO,1.#IO,34,0.982,0,-4.047,0.423,61.001,1,7.778,1,2.784,0.628,60.876,0,0,0,0.387,0.006,0,0,0,0,0,23312658759
71655,134.67607,23312354353,0.487,0.62,134.374,0.302,651,1,0.485,0.68,1,0.466,0.666,1,0.476,0.672,1,1.#IO,1.#IO,33,1.085,1,1.#IO,1.#IO,34,0.932,1,-4.189,0.443,63.051,1,7.803,1,3.211,0.745,72.882,1,9.293,1,0.387,0.006,0,0,0,0,0,23312659061
71656,134.70858,23312430354,0.485,0.62,134.374,0.335,651,1,0.472,0.623,1,0.466,0.666,0,0.472,0.623,1,1.#IO,1.#IO,35,1.085,1,1.#IO,1.#IO,34,0.982,0,-4.17,0.448,62.941,1,8.261,1,3.211,0.745,72.882,0,0,0,0.387,0.006,0,0,0,0,0,23312659515
71657,134.7133,23312441364,0.483,0.613,134.374,0.34,651,1,0.451,0.534,1,0.466,0.666,0,0.451,0.534,1,1.#IO,1.#IO,35,1.086,1,1.#IO,1.#IO,34,0.982,0,-4.17,0.448,62.941,1,8.261,1,3.211,0.745,72.882,0,0,0,0.387,0.006,0,0,0,0,0,23312659775
71658,134.72546,23312469805,0.482,0.607,134.374,0.352,651,1,0.473,0.513,1,0.466,0.666,0,0.473,0.513,1,1.#IO,1.#IO,35,1.086,1,1.#IO,1.#IO,34,0.982,0,-4.17,0.448,62.941,1,8.261,1,3.211,0.745,72.882,0,0,0,0.387,0.006,0,0,0,0,0,23312660032
71659,134.74183,23312508058,0.482,0.607,134.374,0.368,651,1,0.473,0.513,0,0.466,0.666,0,0.473,0.513,0,1.#IO,1.#IO,35,1.086,0,1.#IO,1.#IO,34,0.982,0,-4.17,0.448,62.941,0,0,0,3.211,0.745,72.882,0,0,0,0.387,0.006,0,0,0,0,0,23312660616
71660,134.75816,23312546233,0.482,0.607,134.374,0.384,651,1,0.473,0.513,0,0.466,0.666,0,0.473,0.513,0,1.#IO,1.#IO,35,1.086,0,1.#IO,1.#IO,34,0.982,0,-4.17,0.448,62.941,0,0,0,3.211,0.745,72.882,0,0,0,0.387,0.006,0,0,0,0,0,23312660890
71661,134.77475,23312585003,0.482,0.607,134.374,0.401,651,1,0.473,0.513,0,0.466,0.666,0,0.473,0.513,0,1.#IO,1.#IO,35,1.086,0,1.#IO,1.#IO,34,0.982,0,-4.17,0.448,62.941,0,0,0,3.211,0.745,72.882,0,0,0,0.387,0.006,0,0,0,0,0,23312736606
71662,134.79961,23312643105,0.477,0.6,134.374,0.401,651,0,0.473,0.513,0,0.466,0.666,0,0.473,0.513,0,1.#IO,1.#IO,35,1.086,0,1.#IO,1.#IO,34,0.982,0,-4.17,0.448,62.941,0,0,0,3.211,0.745,72.882,0,0,0,0.387,0.006,0,0,0,0,0,23312912874
71663,134.87718,23312824422,0.477,0.6,134.374,0.401,651,0,0.473,0.513,0,0.466,0.666,0,0.473,0.513,0,1.#IO,1.#IO,35,1.086,0,1.#IO,1.#IO,34,0.982,0,-4.17,0.448,62.941,0,0,0,3.211,0.745,72.882,0,0,0,0.387,0.006,0,0,0,0,0,23312927681
71664,134.8813,23312834045,0.477,0.6,134.374,0.401,651,0,0.473,0.513,0,0.466,0.666,0,0.473,0.513,0,1.#IO,1.#IO,35,1.086,0,1.#IO,1.#IO,34,0.982,0,-4.17,0.448,62.941,0,0,0,3.211,0.745,72.882,0,0,0,0.387,0.006,0,0,0,0,0,23313149817
71665,134.98703,23313081174,0,0,134.374,0.401,651,0,0.473,0.513,0,0.466,0.666,0,0.473,0.513,0,1.#IO,1.#IO,35,1.086,0,1.#IO,1.#IO,34,0.982,0,-4.17,0.448,62.941,0,0,0,3.211,0.745,72.882,0,0,0,0.387,0.006,0,0,0,0,0,23313682986
71666,135.05703,23313244800,0,0,134.374,0.401,651,0,0.473,0.513,0,0.466,0.666,0,0.473,0.513,0,1.#IO,1.#IO,35,1.086,0,1.#IO,1.#IO,34,0.982,0,-4.17,0.448,62.941,0,0,0,3.211,0.745,72.882,0,0,0,0.387,0.006,0,0,0,0,0,23313683334
71667,135.08533,23313310937,0,0,134.374,0.401,651,0,0.473,0.513,0,0.466,0.666,0,0.473,0.513,0,1.#IO,1.#IO,35,1.086,0,1.#IO,1.#IO,34,0.982,0,-4.17,0.448,62.941,0,0,0,3.211,0.745,72.882,0,0,0,0.387,0.006,0,0,0,0,0,23313757983
71668,135.22668,23313641340,0.71,1.077,134.374,0.401,651,0,0.736,1.103,1,0.685,1.051,1,0.71,1.077,1,1.#IO,1.#IO,33,1.086,1,1.#IO,1.#IO,35,0.938,1,-3.578,0.355,63.107,1,7.809,1,3.468,0.609,64.912,1,8.52,1,0.387,0.006,0,0,0,0,0,23314069312
71669,135.29953,23313811610,0.675,1.133,134.374,0.401,651,0,0.64,1.189,1,0.685,1.051,0,0.64,1.189,1,1.#IO,1.#IO,35,1.089,1,1.#IO,1.#IO,35,0.985,0,-3.734,0.372,65.098,1,8.544,1,3.468,0.609,64.912,0,0,0,0.387,0.006,0,0,0,0,0,23314069727
71670,135.30456,23313823378,0.651,1.192,134.374,0.401,651,0,0.602,1.312,1,0.685,1.051,0,0.602,1.312,1,1.#IO,1.#IO,34,1.092,1,1.#IO,1.#IO,35,0.988,0,-3.723,0.365,64.908,1,8.276,1,3.468,0.609,64.912,0,0,0,0.387,0.006,0,0,0,0,0,23314069995
71671,135.31684,23313852071,0.642,1.292,134.374,0.401,651,0,0.684,1.377,1,0.685,1.051,0,0.684,1.377,1,1.#IO,1.#IO,34,1.095,1,1.#IO,1.#IO,35,0.99,0,-3.723,0.365,64.908,1,8.276,1,3.468,0.609,64.912,0,0,0,0.387,0.006,0,0,0,0,0,23314070257
71672,135.33322,23313890370,0.613,1.284,134.374,0.401,651,0,0.585,1.277,1,0.685,1.051,0,0.585,1.277,1,1.#IO,1.#IO,33,1.091,1,1.#IO,1.#IO,35,0.987,0,-3.683,0.375,62.477,1,7.732,1,3.468,0.609,64.912,0,0,0,0.387,0.006,0,0,0,0,0,23314070514
71673,135.36479,23313964146,0.634,1.307,134.374,0.401,651,0,0.676,1.35,1,0.685,1.051,0,0.676,1.35,1,1.#IO,1.#IO,34,1.091,1,1.#IO,1.#IO,35,0.987,0,-3.683,0.375,62.477,1,7.966,1,3.468,0.609,64.912,0,0,0,0.387,0.006,0,0,0,0,0,23314070817
71674,135.36896,23313973887,0.647,1.31,135.317,0.052,652,1,0.687,1.32,1,0.685,1.051,0,0.687,1.32,1,1.#IO,1.#IO,34,1.088,1,1.#IO,1.#IO,35,0.984,0,-3.683,0.375,62.477,1,7.966,1,3.468,0.609,64.912,0,0,0,0.387,0.006,0,0,0,0,0,23314084757
71675,135.38258,23314005727,0.633,1.299,135.317,0.066,652,1,0.573,1.253,1,0.685,1.051,0,0.573,1.253,1,1.#IO,1.#IO,34,1.088,1,1.#IO,1.#IO,35,0.984,0,-4.014,0.416,65.295,1,8.325,1,3.468,0.609,64.912,0,0,0,0.387,0.006,0,0,0,0,0,23314447671
71676,135.41477,23314080968,0.637,1.309,135.317,0.098,652,1,0.664,1.362,1,0.685,1.051,0,0.664,1.362,1,1.#IO,1.#IO,34,1.088,1,1.#IO,1.#IO,35,0.984,0,-4.014,0.416,65.295,1,8.325,1,3.468,0.609,64.912,0,0,0,0.387,0.006,0,0,0,0,0,23314797893
71677,135.41884,23314090495,0.649,1.319,135.317,0.102,652,1,0.713,1.379,1,0.685,1.051,0,0.713,1.379,1,1.#IO,1.#IO,36,1.088,1,1.#IO,1.#IO,35,0.984,0,-4.014,0.416,65.295,1,8.815,1,3.468,0.609,64.912,0,0,0,0.387,0.006,0,0,0,0,0,23314798282
71678,135.43185,23314120889,0.638,1.317,135.317,0.115,652,1,0.565,1.303,1,0.685,1.051,0,0.565,1.303,1,1.#IO,1.#IO,35,1.091,1,1.#IO,1.#IO,35,0.987,0,-4.014,0.399,62.534,1,8.208,1,3.468,0.609,64.912,0,0,0,0.387,0.006,0,0,0,0,0,23314798672
71679,135.46335,23314194521,0.626,1.311,135.317,0.147,652,1,0.525,1.26,1,0.685,1.051,0,0.525,1.26,1,1.#IO,1.#IO,34,1.088,1,1.#IO,1.#IO,35,0.984,0,-4.014,0.399,62.534,1,7.973,1,3.468,0.609,64.912,0,0,0,0.387,0.006,0,0,0,0,0,23314798932
71680,135.46747,23314204163,0.622,1.309,135.317,0.151,652,1,0.589,1.298,1,0.685,1.051,0,0.589,1.298,1,1.#IO,1.#IO,34,1.085,1,1.#IO,1.#IO,35,0.981,0,-4.014,0.399,62.534,1,7.973,1,3.468,0.609,64.912,0,0,0,0.387,0.006,0,0,0,0,0,23314799190
71681,135.4837,23314242094,0.613,1.311,135.317,0.167,652,1,0.528,1.332,1,0.685,1.051,0,0.528,1.332,1,1.#IO,1.#IO,34,1.082,1,1.#IO,1.#IO,35,0.979,0,-4.159,0.379,63.125,1,8.048,1,3.468,0.609,64.912,0,0,0,0.387,0.006,0,0,0,0,0,23314799514
71682,135.54216,23314378721,0.606,1.312,135.317,0.225,652,1,0.531,1.324,1,0.685,1.051,0,0.531,1.324,1,1.#IO,1.#IO,34,1.085,1,1.#IO,1.#IO,35,0.982,0,-4.159,0.379,63.125,1,8.048,1,3.468,0.609,64.912,0,0,0,0.387,0.006,0,0,0,0,0,23314799773
71683,135.63681,23314599952,0.601,1.304,135.317,0.32,652,1,0.539,1.204,1,0.685,1.051,0,0.539,1.204,1,1.#IO,1.#IO,35,1.089,1,1.#IO,1.#IO,35,0.985,0,-4.13,0.382,62.689,1,8.228,1,3.468,0.609,64.912,0,0,0,0.387,0.006,0,0,0,0,0,23314800061
71684,135.64471,23314618437,0.601,1.304,135.317,0.328,652,1,0.539,1.204,0,0.685,1.051,0,0.539,1.204,0,1.#IO,1.#IO,35,1.089,0,1.#IO,1.#IO,35,0.985,0,-4.13,0.382,62.689,0,0,0,3.468,0.609,64.912,0,0,0,0.387,0.006,0,0,0,0,0,23314889565
71685,135.71085,23314773020,0.601,1.304,135.317,0.394,652,1,0.539,1.204,0,0.685,1.051,0,0.539,1.204,0,1.#IO,1.#IO,35,1.089,0,1.#IO,1.#IO,35,0.985,0,-4.13,0.382,62.689,0,0,0,3.468,0.609,64.912,0,0,0,0.387,0.006,0,0,0,0,0,23314927279
71686,135.74317,23314848574,0.601,1.304,135.317,0.426,652,1,0.539,1.204,0,0.685,1.051,0,0.539,1.204,0,1.#IO,1.#IO,35,1.089,0,1.#IO,1.#IO,35,0.985,0,-4.13,0.382,62.689,0,0,0,3.468,0.609,64.912,0,0,0,0.387,0.006,0,0,0,0,0,23315615827
71687,135.99691,23315441651,0.591,1.303,135.317,0.426,652,0,0.539,1.204,0,0.685,1.051,0,0.539,1.204,0,1.#IO,1.#IO,35,1.089,0,1.#IO,1.#IO,35,0.985,0,-4.13,0.382,62.689,0,0,0,3.468,0.609,64.912,0,0,0,0.387,0.006,0,0,0,0,0,23315662542
71688,136.0756,23315625580,0.591,1.303,135.317,0.426,652,0,0.539,1.204,0,0.685,1.051,0,0.539,1.204,0,1.#IO,1.#IO,35,1.089,0,1.#IO,1.#IO,35,0.985,0,-4.13,0.382,62.689,0,0,0,3.468,0.609,64.912,0,0,0,0.396,0.006,0,0,0,0,0,23315782390
71689,136.11612,23315720284,0.591,1.303,135.317,0.426,652,0,0.539,1.204,0,0.685,1.051,0,0.539,1.204,0,1.#IO,1.#IO,35,1.089,0,1.#IO,1.#IO,35,0.985,0,-4.13,0.382,62.689,0,0,0,3.468,0.609,64.912,0,0,0,0.396,0.006,0,0,0,0,0,23316268927
